Jobnum,Cable Num,System,Function,Cable  Type,Origin  Location,Origin  Station,Origin  Conn  Type,Origin  Instr,Dest.  Location,Dest.  Station,Dest.  Conn  Type,Dest.  Instr,Length,Routing
L2LL36,L2F02511,GUNB:RFS2,CAV REV CAV INPUT FOR SSA REV2,3/8HELFR,L2KG00-0115-CH5--J19 ,,N3/8HP,3,GUNBxx-CAVxx-JX9 GUN TUNNEL,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02512,GUNB:PRC,CAV1 CAVITY CELL PWR1,3/8HELFR,L2KG00-0111-CH4--J18 ,,N3/8HP,12,GUNBxx-CAVxx-JX10 GUN TUNNEL,-32,N3/8HP,12,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02513,GUNB:PRC,CAV2 CAVITY CELL PWR2,3/8HELFR,L2KG00-0111-CH5--J19 ,,N3/8HP,12,GUNBxx-CAVxx-JX11 GUN TUNNEL,-32,N3/8HP,12,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02514,GUNB:RFS1,SSA FWD SSA FWD1,3/8HELFR,L2KG00-0119-CH2--J16 ,,N3/8HP,3,LKG00-SSA1xx-JX12 NEAR SSA 1,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02515,GUNB:RFS1,SSA REV SSA REV1,3/8HELFR,L2KG00-0119-CH3--J17 ,,N3/8HP,3,LKG00-SSA1xx-JX13 NEAR SSA 2,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02516,GUNB:RFS2,SSA FWD SSA FWD2,3/8HELFR,L2KG00-0115-CH2--J16 ,,N3/8HP,3,LKG00-SSA2xx-JX14 NEAR SSA 1,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02517,GUNB:RFS2,SSA REV SSA REV2,3/8HELFR,L2KG00-0115-CH3--J17 ,,N3/8HP,3,LKG00-SSA2xx-JX15 NEAR SSA 2,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02518,GUNB:RFS1,CIR FWD CIRCULATOR LOAD FWD1,3/8HELFR,L2KG00-0119-CH6--J20 ,,N3/8HP,3,LKG00-CIR1xx-JX16 NEAR CIR 2,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02519,GUNB:RFS1,CIR REV CIRCULATOR LOAD REV1,3/8HELFR,L2KG00-0119-CH7--J21 ,,N3/8HP,3,LKG00-CIR1xx-JX17 NEAR CIR 2,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02520,GUNB:RFS2,CIR FWD CIRCULATOR LOAD FWD2,3/8HELFR,L2KG00-0115-CH6--J20 ,,N3/8HP,3,LKG00-CIR2xx-JX18 NEAR CIR 2,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02521,GUNB:RFS2,CIR REV CIRCULATOR LOAD REV2,3/8HELFR,L2KG00-0115-CH7--J21 ,,N3/8HP,3,LKG00-CIR2xx-JX19 NEAR CIR 2,-32,N3/8HP,3,150,"IC:TA0KGF07,IG00P4I01,TM0TF02"
L2LL36,L2F02522,GUNB:PRC,LASER REF,3/8HELFR,L2KG00-0111-CH8--J22 ,,N3/8HP,12,LKG00-10-JX20 LASER10xx,-32,N3/8HP,12,50,"IC:TA0KGF07,KGT04-0"
L2LL36,L2F02524,GUNB:RFS1,RFOUT1,3/8HELFR,L2KG00-0119-RFOUT1--J6 ,,N3/8HP,3,LKG00-0216-JX22 ,-32,N3/8HP,3,20,IC:TA0KGF07
L2LL36,L2F02525,GUNB:RFS2,RFOUT2,3/8HELFR,L2KG00-0115-RFOUT1--J6 ,,N3/8HP,3,LKG00-0216-JX23 ,-32,N3/8HP,3,20,IC:TA0KGF07
L2LL36,L2F02526,GUNB:PRC,PRC INTRLK1,FOMMDP62,L2KG00-0104-INTLK1--J13 ,,FIOP-ST,3,LKG00-0216-JX24 ,-32,LC-DUP,3,20,IC:TA0KGF07
L2LL36,L2F02527,GUNB:RFS1,RFS INTRLK1,FOMMDP62,L2KG00-0119-INTLK1--J13 ,,FIOP-ST,3,LKG00-0216-JX25 ,-32,LC-DUP,3,20,IC:TA0KGF07
L2LL36,L2F02528,GUNB:RFS2,RFS INTRLK2,FOMMDP62,L2KG00-0115-INTLK1--J13 ,,FIOP-ST,3,LKG00-0216-JX26 ,-32,LC-DUP,3,20,IC:TA0KGF07
L2NT14,L2F02965,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0848-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-0348-SLOT 1-J1 PRETERM,,CASETTE,1,200,"IC:TC7KAFP01,KGT01,TD7KGFGP1,TA7KGF01"
L2NT14,L2F02966,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0848-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-0348-SLOT 1-J2 PRETERM,,CASETTE,1,200,"IC:TC7KAFP01,KGT01,TD7KGFGP1,TA7KGF01"
L2NT14,L2F02967,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0848-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-0348-SLOT 1-J3 PRETERM,,CASETTE,1,200,"IC:TC7KAFP01,KGT01,TD7KGFGP1,TA7KGF01"
L2NT14,L2F02968,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0848-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-0348-SLOT 1-J4 PRETERM,,CASETTE,1,200,"IC:TC7KAFP01,KGT01,TD7KGFGP1,TA7KGF01"
L2NT14,L2F02969,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0848-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-0348-SLOT 1-J5 PRETERM,,CASETTE,1,200,"IC:TC7KAFP01,KGT01,TD7KGFGP1,TA7KGF01"
L2NT14,L2F02970,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0848-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-0348-SLOT 1-J6 PRETERM,,CASETTE,1,200,"IC:TC7KAFP01,KGT01,TD7KGFGP1,TA7KGF01"
L2NT14,L2F02977,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0847-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-0648-SLOT 1-J1 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP2,TA7KGF02"
L2NT14,L2F02978,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0847-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-0648-SLOT 1-J2 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP2,TA7KGF02"
L2NT14,L2F02979,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0847-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-0648-SLOT 1-J3 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP2,TA7KGF02"
L2NT14,L2F02980,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0847-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-0648-SLOT 1-J4 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP2,TA7KGF02"
L2NT14,L2F02981,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0847-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-0648-SLOT 1-J5 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP2,TA7KGF02"
L2NT14,L2F02982,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0847-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-0648-SLOT 1-J6 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP2,TA7KGF02"
L2NT14,L2F02989,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0846-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-0948-SLOT 1-J1 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP3,TA7KGF03"
L2NT14,L2F02990,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0846-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-0948-SLOT 1-J2 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP3,TA7KGF03"
L2NT14,L2F02991,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0846-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-0948-SLOT 1-J3 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP3,TA7KGF03"
L2NT14,L2F02992,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0846-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-0948-SLOT 1-J4 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP3,TA7KGF03"
L2NT14,L2F02993,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0846-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-0948-SLOT 1-J5 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP3,TA7KGF03"
L2NT14,L2F02994,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0846-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-0948-SLOT 1-J6 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP3,TA7KGF03"
L2NT14,L2F03001,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0844-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-1248-SLOT 1-J1 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP4,TA7KGF04"
L2NT14,L2F03002,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0844-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-1248-SLOT 1-J2 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP4,TA7KGF04"
L2NT14,L2F03003,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0844-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-1248-SLOT 1-J3 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP4,TA7KGF04"
L2NT14,L2F03004,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0844-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-1248-SLOT 1-J4 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP4,TA7KGF04"
L2NT14,L2F03005,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0844-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-1248-SLOT 1-J5 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP4,TA7KGF04"
L2NT14,L2F03006,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0844-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-1248-SLOT 1-J6 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP4,TA7KGF04"
L2NT14,L2F03013,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0843-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-1548-SLOT 1-J1 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP5,TA7KGF05"
L2NT14,L2F03014,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0843-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-1548-SLOT 1-J2 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP5,TA7KGF05"
L2NT14,L2F03015,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0843-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-1548-SLOT 1-J3 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP5,TA7KGF05"
L2NT14,L2F03016,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0843-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-1548-SLOT 1-J4 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP5,TA7KGF05"
L2NT14,L2F03017,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0843-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-1548-SLOT 1-J5 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP5,TA7KGF05"
L2NT14,L2F03018,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0843-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-1548-SLOT 1-J6 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP5,TA7KGF05"
L2NT14,L2F03025,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0841-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG06-5148-SLOT 1-J1 PRETERM,,CASETTE,1,205,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03026,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0841-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG06-5148-SLOT 1-J2 PRETERM,,CASETTE,1,205,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03027,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0841-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG06-5148-SLOT 1-J3 PRETERM,,CASETTE,1,205,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03028,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0841-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG06-5148-SLOT 1-J4 PRETERM,,CASETTE,1,205,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03029,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0841-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG06-5148-SLOT 1-J5 PRETERM,,CASETTE,1,205,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03030,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0841-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG06-5148-SLOT 1-J6 PRETERM,,CASETTE,1,205,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03109,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-0144-SLOT 1-J1 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP1"
L2NT14,L2F03110,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-0144-SLOT 1-J2 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP1"
L2NT14,L2F03111,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-0144-SLOT 1-J3 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP1"
L2NT14,L2F03112,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-0144-SLOT 1-J4 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP1"
L2NT14,L2F03113,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-0144-SLOT 1-J5 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP1"
L2NT14,L2F03114,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-0144-SLOT 1-J6 PRETERM,,CASETTE,1,180,"IC:TC7KAFP01,KGT01,TD7KGFGP1"
L2NT14,L2F03115,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 3--J1 PRETERM,,CASETTE,1,L2KG07-0444-SLOT 1-J1 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP2"
L2NT14,L2F03116,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 3--J2 PRETERM,,CASETTE,1,L2KG07-0444-SLOT 1-J2 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP2"
L2NT14,L2F03117,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 3--J3 PRETERM,,CASETTE,1,L2KG07-0444-SLOT 1-J3 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP2"
L2NT14,L2F03118,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 3--J4 PRETERM,,CASETTE,1,L2KG07-0444-SLOT 1-J4 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP2"
L2NT14,L2F03119,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 3--J5 PRETERM,,CASETTE,1,L2KG07-0444-SLOT 1-J5 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP2"
L2NT14,L2F03120,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0819-SLOT 3--J6 PRETERM,,CASETTE,1,L2KG07-0444-SLOT 1-J6 PRETERM,,CASETTE,1,160,"IC:TC7KAFP01,KGT01,TD7KGFGP2"
L2NT14,L2F03121,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-0744-SLOT 1-J1 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP3"
L2NT14,L2F03122,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-0744-SLOT 1-J2 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP3"
L2NT14,L2F03123,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-0744-SLOT 1-J3 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP3"
L2NT14,L2F03124,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-0744-SLOT 1-J4 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP3"
L2NT14,L2F03125,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-0744-SLOT 1-J5 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP3"
L2NT14,L2F03126,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-0744-SLOT 1-J6 PRETERM,,CASETTE,1,140,"IC:TC7KAFP01,KGT01,TD7KGFGP3"
L2NT14,L2F03127,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 3--J1 PRETERM,,CASETTE,1,L2KG07-1044-SLOT 1-J1 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP4"
L2NT14,L2F03128,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 3--J2 PRETERM,,CASETTE,1,L2KG07-1044-SLOT 1-J2 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP4"
L2NT14,L2F03129,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 3--J3 PRETERM,,CASETTE,1,L2KG07-1044-SLOT 1-J3 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP4"
L2NT14,L2F03130,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 3--J4 PRETERM,,CASETTE,1,L2KG07-1044-SLOT 1-J4 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP4"
L2NT14,L2F03131,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 3--J5 PRETERM,,CASETTE,1,L2KG07-1044-SLOT 1-J5 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP4"
L2NT14,L2F03132,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0818-SLOT 3--J6 PRETERM,,CASETTE,1,L2KG07-1044-SLOT 1-J6 PRETERM,,CASETTE,1,120,"IC:TC7KAFP01,KGT01,TD7KGFGP4"
L2NT14,L2F03133,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG07-1344-SLOT 1-J1 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03134,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG07-1344-SLOT 1-J2 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03135,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG07-1344-SLOT 1-J3 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03136,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG07-1344-SLOT 1-J4 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03137,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG07-1344-SLOT 1-J5 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03138,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 1--J6 PRETERM,,CASETTE,1,L2KG07-1344-SLOT 1-J6 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03139,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 3--J1 PRETERM,,CASETTE,1,L2KG07-1644-SLOT 1-J1 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03140,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 3--J2 PRETERM,,CASETTE,1,L2KG07-1644-SLOT 1-J2 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03141,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 3--J3 PRETERM,,CASETTE,1,L2KG07-1644-SLOT 1-J3 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03142,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 3--J4 PRETERM,,CASETTE,1,L2KG07-1644-SLOT 1-J4 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03143,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 3--J5 PRETERM,,CASETTE,1,L2KG07-1644-SLOT 1-J5 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03144,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0817-SLOT 3--J6 PRETERM,,CASETTE,1,L2KG07-1644-SLOT 1-J6 PRETERM,,CASETTE,1,100,"IC:TC7KAFP01,KGT01,TD7KGFGP5"
L2NT14,L2F03145,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0816-SLOT 1--J1 PRETERM,,CASETTE,1,L2KG06-4944-SLOT 1-J1 PRETERM,,CASETTE,1,210,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03146,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0816-SLOT 1--J2 PRETERM,,CASETTE,1,L2KG06-4944-SLOT 1-J2 PRETERM,,CASETTE,1,210,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03147,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0816-SLOT 1--J3 PRETERM,,CASETTE,1,L2KG06-4944-SLOT 1-J3 PRETERM,,CASETTE,1,210,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03148,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0816-SLOT 1--J4 PRETERM,,CASETTE,1,L2KG06-4944-SLOT 1-J4 PRETERM,,CASETTE,1,210,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
L2NT14,L2F03149,ETHER:NET:TRNK,CAT6 LONGHAUL,CAT6X06R,L2KA07-0816-SLOT 1--J5 PRETERM,,CASETTE,1,L2KG06-4944-SLOT 1-J5 PRETERM,,CASETTE,1,210,"IC:TC7KAFP01,KGT01,TD6KGFGP16,TA6KGFP17"
