Jobnum,Cable Num,System,Function,Cable  Type,Origin  Location,Origin  Station,Origin  Conn  Type,Origin  Instr,Dest.  Location,Dest.  Station,Dest.  Conn  Type,Dest.  Instr,Length,Routing
Craig01,12345,Testing,Test,USB 3.0,Test Source,Test Station,Test Conn,0,Test Dest,,,99,1,Test Route1
Craig01,123456,Testing,Test,USB 3.0,Test Source,Test Station,Test Conn,0,Test Dest,,,99,1,Test Route2
CLBPM1,CLT00001,BPMCUS,BPMCUS SIG,LMR4FRX4,"B136-0639-J29R J30B,J31Y,J32G",,N400BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10057,N400BJ,SS,125,"IC:TB136FP02,TB136FP06,T1,IG136P01F02,WCN3"
CLBPM1,CLT00002,BPMCUS1,BPMCUS1 SIG,LMR4FRX4,"B136-0539-J13R J14B,J15Y,J16G",,N400BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10195,N400BJ,SS,195,"IC:TB136FP02,TB136FP06,IG136P04F02,TB009FP04,TJ009F05,TB009F06"
CLBPM1,CLT00003,BPMCUS2,BPMCUS2 SIG,LMR4FRX4,"B136-0539-J17R J18B,J19Y,J20G",,N400BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10213,N400BJ,SS,213,"IC:TB136FP02,TB136FP06,IG136P04F02,TB009FP04,TJ009F05,TB009F06"
CLBPM1,CLT00004,BPMCUS3,BPMCUS3 SIG,LMR6FRX4,"B136-0539-J21R J22B,J23Y,J24G",,N600BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10223,N600BJ,SS,233,"IC:TB136FP02,TB136FP06,IG136P04F03,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09"
CLBPM1,CLT00005,BPMCUS4,BPMCUS4 SIG,LMR6FRX4,"B136-0539-J25R J26B,J27Y,J28G",,N600BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10249,N600BJ,SS,259,"IC:TB136FP02,TB136FP06,IG136P04F03,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09"
CLBPM1,CLT00006,BPMCUS5,BPMCUS5 SIG,LMR6FRX4,"B136-0539-J29R J30B,J31Y,J32G",,N600BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10258,N600BJ,SS,278,"IC:TB136FP02,TB136FP06,IG136P04F04,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03"
CLBPM1,CLT00007,BPMCUS7,BPMCUS7 SIG,LMR6FRX4,"B136-0539-J1R J2B,J3Y,J4G",,N600BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10270,N600BJ,SS,290,"IC:TB136FP02,TB136FP06,IG136P04F04,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03"
CLBPM1,CLT00008,BPMCUS8,BPMCUS8 SIG,LMR6FRX4,"B136-0539-J5R J6B,J7Y,J8G",,N600BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10291,N600BJ,SS,311,"IC:TB136FP02,TB136FP06,IG136P04F04,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03"
CLBPM1,CLT00009,BPMCUS9,BPMCUS9 SIG,LMR6FRX4,"B136-0539-J9R J10B,J11Y,J12G",,N600BJ,SS,"BSY-X-J1R J2B,J3Y,J4G",10305,N600BJ,SS,335,"IC:TB136FP02,TB136FP06,IG136P04F01,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TC009FG11,IK009F02,TD009FGP49,IK009F05"
CLBPM1,CLT00010,BPMCUS10,BPMCUS10 SIG,LMR6FRX4,"B106-0113-J17R J18B,J19Y,J20G",,N600BJ,0AI,"BSY-X-J1R J2B,J3Y,J4G",10323,N600BJ,0AI,295,"IC:TD106F02,TD106FCP01,PI106P1I03,TD009FP47,TD009FG48,TD009FG10,TJ009FGP05,TH009FP01,TJ009FGP04"
CLDC01,CLT00011,QCUS1,DC PWR POS,4/0TLSNH,B136-2101-POS ,,LB04D6FL,SS,BSY-QCUS1-POS ,10193,LB04D8F,SS,246,"DCV:TA136G05-B,IE136P03G06,TB009FG03,TD009GP02,TB009G06"
CLDC01,CLT00012,QCUS1,DC PWR NEG,4/0TLSNH,B136-2101-NEG ,,LB04D6FL,SS,BSY-QCUS1-NEG ,10193,LB04D8F,SS,246,"DCV:TA136G05-B,IE136P03G06,TB009FG03,TD009GP02,TB009G06"
CLDC01,CLT00013,QCUS2,DC PWR POS,4/0TLSNH,B136-2105-POS ,,LB04D6FL,SS,BSY-QCUS2-POS ,10211,LB04D8F,SS,264,"DCV:TA136G05-B,IE136P03G07,TB009FG03,TD009GP02,TB009G06"
CLDC01,CLT00014,QCUS2,DC PWR NEG,4/0TLSNH,B136-2105-NEG ,,LB04D6FL,SS,BSY-QCUS2-NEG ,10211,LB04D8F,SS,264,"DCV:TA136G05-B,IE136P03G07,TB009FG03,TD009GP02,TB009G06"
CLDC01,CLT00015,QCUS3,DC PWR POS,350TLSNH,B136-2109-POS ,,LB35D6FL,SS,BSY-QCUS3-POS ,10225,LB35D8FL,SS,299,"DCV:TA136G05-B,IG136P05G04,TB009FG05,TC009G05,TB009G06,TA009FG07,TA009FG09,"
CLDC01,CLT00016,QCUS3-8,DC PWR JUMPER,350TLSNH,QCUS3-X-NEG ,10225,LB35D8FL,SS,BSY-QCUS8-POS ,10293,LB35D8FL,SS,100,"DCV:TA009FG09,TC009FGP05,TJ009FGP03"
CLDC01,CLT00017,QCUS8,DC PWR NEG,350TLSNH,B136-2109-NEG ,,LB35D6FL,SS,BSY-QCUS8-NEG ,10293,LB35D8FL,SS,369,"DCV:TA136G05-B,IG136P05G04,TB009FG05,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11"
CLDC01,CLT00018,QCUS4,DC PWR POS,350TLSNH,B136-2113-POS ,,LB35D6FL,SS,BSY-QCUS4-POS ,10249,LB35D8FL,SS,324,"DCV:TA136G05-B,IG136P05G04,TB009FG05,TC009G05,TB009G06,TA009FG07,TA009FG09"
CLDC01,CLT00019,QCUS4-7,DC PWR JUMPER,350TLSNH,QCUS4-X-NEG ,10249,LB35D8FL,SS,BSY-QCUS7-POS ,10270,LB35D8FL,SS,61,"DCV:TA009FG09,TC009FGP05,TJ009FGP03"
CLDC01,CLT00020,QCUS7,DC PWR NEG,350TLSNH,B136-2113-NEG ,,LB35D6FL,SS,BSY-QCUS7-NEG ,10270,LB35D8FL,SS,347,"DCV:TA136G05-B,IG136P05G04,TB009FG05,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11"
CLDC01,CLT00021,QCUS5,DC PWR POS,350TLSNH,B136-2117-POS ,,LB35D6FL,SS,BSY-QCUS5-POS ,10258,LB35D8FL,SS,335,"DCV:TA136G05-B,IG136P05G04,TB009FG05,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11"
CLDC01,CLT00022,QCUS5-6,DC PWR JUMPER,350TLSNH,QCUS5-X-NEG ,10258,LB35D8FL,0SC,BSY-QCUS6-POS ,10260,LB35D8FL,0SC,12,DCV:NO TRAY
CLDC01,CLT00023,QCUS6,DC PWR NEG,350TLSNH,B136-2117-NEG ,,LB35D6FL,SS,BSY-QCUS6-NEG ,10260,LB35D8FL,SS,338,"DCV:TA136G05-B,IG136P05G04,TB009FG05,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11"
CLDC01,CLT00024,QCUS1,KLIXON,2C18TLNU,"B136-2129-1,14 ",,18FERLS,1,BSY-QCUS1-TB ,10193,LRR#6,1,245,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06"
CLDC01,CLT00025,QCUS2,KLIXON,2C18TLNU,"B136-2130-1,14 ",,18FERLS,1,BSY-QCUS2-TB ,10211,LRR#6,1,255,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06"
CLDC01,CLT00026,QCUS3,KLIXON,2C18TLNU,"B136-2131-1,14 ",,18FERLS,1,BSY-QCUS3-TB ,10225,LRR#6,1,299,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09"
CLDC01,CLT00027,QCUS3-8,KLIXON JUMPER,2C18TLNU,QCUS3-X-TB ,10225,LRR#6,1,BSY-QCUS8-TB ,10293,LRR#6,1,100,"IC:TA009FG09,TC009FGP05,TJ009FGP03"
CLDC01,CLT00028,QCUS4,KLIXON,2C18TLNU,"B136-2132-1,14 ",,18FERLS,1,BSY-QCUS4-TB ,10249,LRR#6,1,324,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09"
CLDC01,CLT00029,QCUS4-7,KLIXON JUMPER,2C18TLNU,QCUS4-X-TB ,10249,LRR#6,1,BSY-QCUS7-TB ,10270,LRR#6,1,55,IC:TB30TFGP07-E
CLDC01,CLT00030,QCUS5,KLIXON,2C18TLNU,"B136-2133-1,14 ",,18FERLS,1,BSY-QCUS5-TB ,10258,LRR#6,1,278,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03"
CLDC01,CLT00031,QCUS5-6,KLIXON JUMPER,2C18TLNU,QCUS5-X-TB ,10258,LRR#6,0SC,BSY-QCUS6-TB ,10260,LRR#6,0SC,12,IC:NO TRAY
CLDC01,CLT00032,QCUS9,DC PWR POS,4/0TLSNH,B136-2201-POS ,,LB04D6FL,SS,BSY-QCUS9-POS ,10307,LB04D8F,SS,386,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TD009GP02,TB009G06,TA009FG07,TA009FG09,TC009FG11,IK009G01,TD009FGP49,IK009G04,TJ009FGP04"
CLDC01,CLT00033,QCUS9,DC PWR NEG,4/0TLSNH,B136-2201-NEG ,,LB04D6FL,SS,BSY-QCUS9-NEG ,10307,LB04D8F,SS,386,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TD009GP02,TB009G06,TA009FG07,TA009FG09,TC009FG11,IK009G01,TD009FGP49,IK009G04,TJ009FGP04"
CLDC01,CLT00034,QCUS10,DC PWR POS,4/0TLSNH,B136-2205-POS ,,LB04D6FL,SS,BSY-QCUS10-POS ,10325,LB04D8F,SS,411,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11,IK009G01,TD009FGP49,IK009G04,TJ009FGP04"
CLDC01,CLT00035,QCUS10,DC PWR NEG,4/0TLSNH,B136-2205-NEG ,,LB04D6FL,SS,BSY-QCUS10-NEG ,10325,LB04D8F,SS,411,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11,IK009G01,TD009FGP49,IK009G04,TJ009FGP04"
CLDC01,CLT00036,BLRCUS,DC PWR POS,4/0TLSNH,B136-2209-POS ,,LB04D6FL,SS,BSY-BLRCUS-POS ,10094,LB04D8F,SS,155,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TC009G05"
CLDC01,CLT00037,BLRCUS,DC PWR NEG,4/0TLSNH,B136-2209-NEG ,,LB04D6FL,SS,BSY-BLRCUS-NEG ,10094,LB04D8F,SS,155,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TC009G05"
CLDC01,CLT00038,BRCUS1,DC PWR POS,4/0TLSNH,B136-2213-POS ,,LB04D6FL,SS,BSY-BRCUS1-POS ,10424,LB04D8F,SS,517,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11,IK009G01,TD009FGP49,IK009G04,TJ009FGP04,TH009G01,TJ009FGP05"
CLDC01,CLT00039,BRCUS1,DC PWR NEG,4/0TLSNH,B136-2213-NEG ,,LB04D6FL,SS,BSY-BRCUS1-NEG ,10424,LB04D8F,SS,517,"DCV:TA136G05-B,IG136P03G01,TB009FG03,TC009G05,TB009G06,TA009FG07,TA009FG09,TC009FG11,IK009G01,TD009FGP49,IK009G04,TJ009FGP04,TH009G01,TJ009FGP05"
CLDC01,CLT00040,BYCUS1,DC PWR POS NEG,2C10TLNU,B136-2217-POS/NEG ,,LRY#10,1,BSY-BYCUS1-POS ,10254,LRY#6,1,332,"DCV:TA136G05-B,IE136P03G07,TB009FG03,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03"
CLDC01,CLT00041,BYCUS1-BYCUS2,DC PWR JUMPER,2C10TLNU,BYCUS1-X-NEG ,10254,LRY#10,1,BSY-BYCUS2-POS/NEG ,10265,LRY#6,1,55,"DCV:TA009FG09,TC009FGP05,TJ009FGP03"
CLDC01,CLT00043,QCUS9,KLIXON,2C18TLNU,"B136-2229-1,14 ",,18FERLS,1,BSY-QCUS9-TB ,10307,LRR#6,1,386,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03,IK009F02,TD009FGP49,IK009F05,TJ009FGP04"
CLDC01,CLT00044,QCUS10,KLIXON,2C18TLNU,"B136-2230-1,14 ",,18FERLS,1,BSY-QCUS10-TB ,10325,LRR#6,1,411,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03,IK009F02,TD009FGP49,IK009F05,TJ009FGP04"
CLDC01,CLT00045,BLRCUS,KLIXON,2C18TLNU,"B136-2231-1,14 ",,18FERLS,1,BSY-BLRCUS-TB ,10094,LRR#6,1,155,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,"
CLDC01,CLT00046,BRCUS1,KLIXON,2C18TLNU,"B136-2232-1,14 ",,18FERLS,1,BSY-BRCUS1-TB ,10424,LRR#6,1,525,"IC:TB136FP06,IE136P04F08,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03,IK009F02,TD009FGP49,IK009F05,TJ009FGP04,TH009G01,TJ009FGP05"
CLDC01,CLT00047,BRCUSDC1,DC PWR POS NEG,2C10TLNU,B136-3007-POS/NEG ,,LRY#6,1,BSY-BRCUS-DC1-POS ,10035,LRY#6,1,100,"DCV:TA136G05-A,IE136P01G17,WCN3,IPN1"
CLDC01,CLT00048,USDC1-BRCUSDC2,DC PWR JUMPER,2C10TLNU,BRCUS-X-NEG ,10035,LRY#6,0SC,BSY-BRCUS-DC2-POS/NEG ,10041,LRY#6,0SC,22,DCV:TB30TFGP07-E
CLDC01,CLT00050,BKRCUS,PWR POS NEG,4C2AS,B136-3022-POS/NEG ,,2FERLS,1,BSY-BKRCUS-TB ,10038,2 FERLS,1,120,"HV:T1,ID136P01P05,WCN3,IPN1"
CLDC01,CLT00051,BKRCUS,KLIXON,12C18TLN,B136-3022-TB ,,18FERLS,1,BSY-BKRCUS-TB ,10038,LRR#6,1,120,"IC:T1,IG136P01F02,WCN3,IPN1"
CLDC01,CLT00052,BYKIK1S-2S,PWR POS NEG,4C2AS,B005-L0117-POS/NEG ,,2FERLS,1,BTHW-BYKIK-1S-2S-TB ,10854,2 FERLS,1,475,"HV:TC005G03,TC005FG05,TC009FP41,BTHW-02#3,TJBTHWFP01,THBTHWFP01"
CLDC01,CLT00053,BYKIK1S-2S,KLIXON,12C18TLN,B005-L0127-TB ,,18FERLS,1,BTHW-BYKIK-1S-2S-TB ,10854,LRR#6,1,475,"IC:TC005G03,TC005FG05,TC009FP41,BTHW-02#3,TJBTHWFP01,THBTHWFP01"
CLDC01,CLT00054,XCCUS1,DC PWR POS NEG,2C12TLNU,"B136-2022-TB02 7,8",,12FERLS,1,BSY-XCCUS1-TB ,10200,LRY#6,1,258,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06"
CLDC01,CLT00055,YCCUS2,DC PWR POS NEG,2C12TLNU,"B136-2022-TB03 1,2",,12FERLS,1,BSY-YCCUS2-TB ,10215,LRY#6,1,273,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06"
CLDC01,CLT00056,YCCUS3,DC PWR POS NEG,2C12TLNU,"B136-2022-TB03 3,4",,12FERLS,1,BSY-YCCUS3-TB ,10227,LRY#6,1,303,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,"
CLDC01,CLT00057,XCCUS4,DC PWR POS NEG,2C12TLNU,"B136-2022-TB03 5,6",,12FERLS,1,BSY-XCCUS4-TB ,10250,LRY#6,1,326,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,"
CLDC01,CLT00058,YCCUS6,DC PWR POS NEG,2C12TLNU,"B136-2022-TB03 7,8",,12FERLS,1,BSY-YCCUS6-TB ,10261,LRY#6,1,338,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03"
CLDC01,CLT00059,XCCUS7,DC PWR POS NEG,2C12TLNU,"B136-2022-TB04 1,2",,12FERLS,1,BSY-XCCUS7-TB ,10271,LRY#6,1,353,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03"
CLDC01,CLT00060,YCCUS8,DC PWR POS NEG,2C12TLNU,"B136-2022-TB04 3,4",,12FERLS,1,BSY-YCCUS8-TB ,10295,LRY#6,1,371,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03"
CLDC01,CLT00061,YCCUS9,DC PWR POS NEG,2C12TLNU,"B136-2022-TB04 5,6",,12FERLS,1,BSY-YCCUS9-TB ,10309,LRY#6,1,404,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03,IK009G01,TD009FGP49,IK009G04,TJ009FGP04"
CLDC01,CLT00062,XCCUS10,DC PWR POS NEG,2C12TLNU,"B136-2022-TB04 7,8",,12FERLS,1,BSY-XCCU10-TB ,10321,LRY#6,1,407,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03,IK009G01,TD009FGP49,IK009G04,TJ009FGP04"
CLDC01,CLT00063,BLRCUS,DC PWR POS NEG,2C12TLNU,"B136-2030-TB04 1,2",,12FERLS,1,BSY-BLRCUS-TB ,10094,LRY#6,1,155,"DCV:TA136FG03,TA136G05-B,IE136P05G06,TB009FG05,TD009GP02"
CLDC01,CLT00064,BRCUS1,DC PWR POS NEG,2C12TLNU,"B136-2030-TB04 3,4",,12FERLS,1,BSY-BRCUS1-TB ,10254,LRY#6,1,332,"DCV:TA136FG03,TA136G05-B,IE136P05G07,TB009FG05,TD009GP02,TB009G06,TA009FG07,TA009FG09,TJ009FGP03"
CLVC01,CLT00066,VGPR:CLTS:1,VACUUM PIRANI GAUGE,4PR22ITN,B136-0340-LEFT-C--C-J1 ,,DB9P,0,CLTS-VGPR-TRAY-J1 FEEDTHRU,10105,DB9S,0,190,"IC:TB136FP06,IE136P04F06,TB009FP04,TJ009F05,"
CLVC01,CLT00067,VGPR:CLTS:2,VACUUM PIRANI GAUGE,4PR22ITN,B136-0340-LEFT-C--C-J2 ,,DB9P,0,CLTS-VGPR-TRAY-J2 FEEDTHRU,10256,DB9S,0,320,"IC:TB136FP06,IE136P04F06,TB009FP04,TJ009F05,TB009F06,TA009FG07,TA009FG09,TJ009FGP03"
CLVC01,CLT00068,VGPR:CLTS:3,VACUUM PIRANI GAUGE,4PR22ITN,B106-0518-RGHT-C--C-J1 ,,DB9P,0,CLTS-VGPR-TRAY-J1 FEEDTHRU,10373,DB9S,0,220,"IC:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00069,VGPR:CLTS:4,VACUUM PIRANI GAUGE,4PR22ITN,B106-0518-RGHT-C--C-J2 ,,DB9P,0,CLTS-VGPR-TRAY-J2 FEEDTHRU,10417,DB9S,0,176,"IC:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00070,VGCC:CLTS:1,VACUUM CC GAUGE HV,TYPE-C,B136-0340-LEFT-A--J1 ,,SHV-C,SS,CLTS-VGCC-TRAY-J1 FEEDTHRU,10105,SHV-C,SS,190,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02"
CLVC01,CLT00071,VGCC:CLTS:2,VACUUM CC GAUGE HV,TYPE-C,B136-0340-LEFT-B--J1 ,,SHV-C,SS,CLTS-VGCC-TRAY-J1 FEEDTHRU,10256,SHV-C,SS,320,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02,TJ009FGP01,TC009FGP03,TC009FGP04,TC009FGP05,TJ009FGP03"
CLVC01,CLT00072,VGCC:CLTS:3,VACUUM CC GAUGE HV,TYPE-C,B106-0518-RGHT-A--J1 ,,SHV-C,SS,CLTS-VGCC-TRAY-J1 FEEDTHRU,10373,SHV-C,SS,220,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00073,VGCC:CLTS:4,VACUUM CC GAUGE HV,TYPE-C,B106-0518-RGHT-B--J1 ,,SHV-C,SS,CLTS-VGCC-TRAY-J1 FEEDTHRU,10417,SHV-C,SS,176,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00074,VGCC:CLTS:1,VACUUM CC GAUGE SIG,RG58TLN,B136-0340-LEFT-A--J2 ,,BNC-58,SS,CLTS-VGCC-TRAY-J2 FEEDTHRU,10105,BNC-58,SS,190,"IC:TB136FP06,IE136P04F06,TB009FP04,TJ009F05,"
CLVC01,CLT00075,VGCC:CLTS:2,VACUUM CC GAUGE SIG,RG58TLN,B136-0340-LEFT-B--J2 ,,BNC-58,SS,CLTS-VGCC-TRAY-J2 FEEDTHRU,10256,BNC-58,SS,320,"IC:TB136FP06,IE136P04F06,TB009FP04,TJ009F05,TA009F06,TA009FG07,TA009FG09,TJ009FGP03"
CLVC01,CLT00076,VGCC:CLTS:3,VACUUM CC GAUGE SIG,RG58TLN,B106-0518-RGHT-A--J2 ,,BNC-58,SS,CLTS-VGCC-TRAY-J2 FEEDTHRU,10373,BNC-58,SS,220,"IC:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00077,VGCC:CLTS:4,VACUUM CC GAUGE SIG,RG58TLN,B106-0518-RGHT-B--J2 ,,BNC-58,SS,CLTS-VGCC-TRAY-J2 FEEDTHRU,10417,BNC-58,SS,176,"IC:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00078,VPIO:CLTS:1,ION PUMP,TYPE-C,B136-0322-LEFT--J501 ,,SHV-10K,SS,CLTS-VPIO-1-TRAY-J1 FEEDTHRU,10031,SHV-10K,SS,100,"HV:TB136FP02,TB136FP06,T1,ID136P01P05,WCN3,IPN1"
CLVC01,CLT00079,VPIO:CLTS:2,ION PUMP,TYPE-C,B136-0322-LEFT--J502 ,,SHV-10K,SS,CLTS-VPIO-2-TRAY-J1 FEEDTHRU,10089,SHV-10K,SS,150,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02,TC009FGP02,TC009FGP01"
CLVC01,CLT00080,VPIO:CLTS:3,ION PUMP,TYPE-C,B136-0322-LEFT--J503 ,,SHV-10K,SS,CLTS-VPIO-3-TRAY-J1 FEEDTHRU,10103,SHV-10K,SS,160,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02"
CLVC01,CLT00081,VPIO:CLTS:4,ION PUMP,TYPE-C,B136-0322-LEFT--J504 ,,SHV-10K,SS,CLTS-VPIO-4-TRAY-J1 FEEDTHRU,10178,SHV-10K,SS,230,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02"
CLVC01,CLT00082,VPIO:CLTS:5,ION PUMP,TYPE-C,B136-0322-RIGHT--J501 ,,SHV-10K,SS,CLTS-VPIO-5-TRAY-J1 FEEDTHRU,10238,SHV-10K,SS,290,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02,TJ009FGP01,TC009FGP03,TC009FGP04"
CLVC01,CLT00083,VPIO:CLTS:6,ION PUMP,TYPE-C,B136-0322-RIGHT--J502 ,,SHV-10K,SS,CLTS-VPIO-6-TRAY-J1 FEEDTHRU,10316,SHV-10K,SS,370,"HV:TB136FP06,ID136P04P09,TB009FP04,TD009GP02,TJ009FGP01,TC009FGP03,TC009FGP04,TC009FGP05,TJ009FGP03,IE009P03,TD009FGP49,IE009P06,TJ009FGP04"
CLVC01,CLT00084,VPIO:CLTS:7,ION PUMP,TYPE-C,B106-0534-RIGHT--J503 ,,SHV-10K,SS,CLTS-VPIO-7-TRAY-J1 FEEDTHRU,10370,SHV-10K,SS,223,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00085,VPIO:CLTS:8,ION PUMP,TYPE-C,B106-0534-RIGHT--J504 ,,SHV-10K,0AI,CLTS-VPIO-8-TRAY-J1 FEEDTHRU,10403,SHV-10K,0AI,190,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00086,VPIO:CLTS:9,ION PUMP,TYPE-C,B106-0534-RIGHT--J501 ,,SHV-10K,0AI,CLTS-VPIO-9-TRAY-J1 FEEDTHRU,10451,SHV-10K,0AI,142,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00087,VVPG:CLTS:1,VAC VALVE SOLENOID,3C12OTN,B136-0318-REAR--TB2 1/3,,12FERLS,1,CLTS-VVPG-WALL-JBOX-TB1 WD37641802,10158,LSY,1,220,"IC:TB136FP06,IE136P04F07,TB009FP04,TJ009F05,TB009F06"
CLVC01,CLT00088,VVPG:CLTS:2,VAC VALVE SOLENOID,3C12OTN,B106-0505-REAR--TB2 4/6,,12FERLS,1,CLTS-VVPG-WALL-JBOX-TB1 WD37641802,10368,LSY,1,225,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC01,CLT00089,VVPG:CLTS:1,VAC VALVE CONTROL,4PR18ITN,B136-0318-REAR--TB1 1/5,,18FERLS,1,CLTS-VVPG-WALL-JBOX-TB1 WD37641802,10158,LSB#8,1,220,"IC:TB136FP06,IE136P04F07,TB009FP04,TJ009F05,TB009F06"
CLVC01,CLT00090,VVPG:CLTS:2,VAC VALVE CONTROL,4PR18ITN,B106-0505-REAR--TB1 5/10,,18FERLS,1,CLTS-VVPG-WALL-JBOX-TB1 WD37641802,10368,LSB#8,1,225,"HV:TD106FCP01,P17,TD009FP47,TD009FG48,TD009FGP01"
CLVC02,CLT00091,CLTS:B136:PLC,DIGITAL INPUT,PREFAB,B136-0413-Slot 2--J1 ,,PREFAB,0SO,B136-0403-BLK1 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00092,CLTS:B136:PLC,ANALOG INPUT,PREFAB,B136-0403-BLK2 ,,PREFAB,0SO,B136-0413-Slot 3-J1 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00093,CLTS:B136:PLC,DIGITAL INPUT,PREFAB,B136-0413-Slot 4--J1 ,,PREFAB,0SO,B136-0403-BLK3 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00094,CLTS:B136:PLC,DIGITAL OUTPUT,PREFAB,B136-0413-Slot 5--J1 ,,PREFAB,0SO,B136-0403-BLK4 ,,PREFAB,0SO,10,INSIDE RACK
CLVC02,CLT00095,CLTS:B136:PLC,ANALOG INPUT,PREFAB,B136-0413-Slot 6--J1 ,,PREFAB,0SO,B136-0403-BLK5 ,,PREFAB,0SO,10,INSIDE RACK
